DATE	COMPANY	clarity	succeeding	memorable	supporting	crisper	clears	amazingly	stability	dominate	passionate	sophisticated	proficient	spilling	humming	scarred	betrays	beware	unsatisfactory	unsound	invalid	reckless	greed	petty	untrue	wreaked	nemesis	drag	fuck	fearsome	ailing	monster	harasses	lamentable	inaccuracies	unbelievably	lonely	weep	ding	slower	cringe	impatient	allergies	ghetto	hysteria	frustrate	STOCK VALUE	
2016-08-05	Google	0.0	0.000145964092833	0.000291928185666	0.000729820464166	0.0	0.0	0.0	0.000145964092833	0.000583856371333	0.0	0.000145964092833	0.0	0.0	0.0	0.0	0.0	0.000291928185666	0.0	0.0	0.000875784556999	0.0	0.0	0.0	0.0	0.0	0.0	0.000729820464166	0.0	0.0	0.0	0.000583856371333	0.0	0.0	0.0	0.0	0.0	0.0	0.000145964092833	0.000291928185666	0.0	0.0	0.0	0.000145964092833	0.0	0.0	-	
2016-08-06	Google	0.000171850833477	0.0	0.000343701666953	0.00137480666781	0.0	0.000343701666953	0.000171850833477	0.000171850833477	0.000343701666953	0.000343701666953	0.000343701666953	0.000171850833477	0.0	0.0	0.0	0.0	0.0	0.0	0.000171850833477	0.000171850833477	0.000343701666953	0.0	0.000171850833477	0.000171850833477	0.000171850833477	0.0	0.00051555250043	0.0	0.000171850833477	0.000343701666953	0.0	0.000171850833477	0.0	0.0	0.0	0.0	0.0	0.00051555250043	0.000171850833477	0.0	0.0	0.0	0.0	0.000171850833477	0.0	+	
2016-08-07	Google	0.000185459940653	0.0	0.000370919881306	0.00111275964392	0.0	0.000370919881306	0.000185459940653	0.000370919881306	0.0	0.000185459940653	0.000185459940653	0.000370919881306	0.0	0.0	0.000185459940653	0.0	0.0	0.0	0.0	0.0	0.000185459940653	0.0	0.000185459940653	0.000185459940653	0.000185459940653	0.0	0.000370919881306	0.000185459940653	0.000185459940653	0.000185459940653	0.0	0.000185459940653	0.0	0.000185459940653	0.000370919881306	0.0	0.0	0.000185459940653	0.000370919881306	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-08-08	Google	0.0	0.0	0.0	0.00101895251681	0.0	0.0	0.000203790503363	0.0	0.000203790503363	0.000611371510088	0.000203790503363	0.0	0.0	0.000203790503363	0.0	0.0	0.000407581006725	0.0	0.0	0.00122274302018	0.0	0.000203790503363	0.0	0.0	0.0	0.0	0.00203790503363	0.000407581006725	0.0	0.0	0.000407581006725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203790503363	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-08-09	Google	0.000438692695767	0.0	0.000219346347883	0.00109673173942	0.0	0.0	0.0	0.000219346347883	0.000219346347883	0.000219346347883	0.0	0.0	0.0	0.0	0.000219346347883	0.0	0.000219346347883	0.0	0.0	0.00065803904365	0.0	0.0	0.0	0.0	0.0	0.0	0.0013160780873	0.000219346347883	0.0	0.000219346347883	0.000219346347883	0.0	0.0	0.000219346347883	0.0	0.000219346347883	0.0	0.0	0.000438692695767	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-08-12	Google	0.000371126368528	0.000185563184264	0.000371126368528	0.00148450547411	0.0	0.0	0.0	0.000371126368528	0.000742252737057	0.000556689552793	0.000371126368528	0.0	0.0	0.0	0.0	0.0	0.000185563184264	0.0	0.0	0.00129894228985	0.0	0.0	0.0	0.0	0.0	0.0	0.000371126368528	0.000185563184264	0.0	0.0	0.00148450547411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000742252737057	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-08-13	Google	0.000154130702836	0.000308261405672	0.0	0.000924784217016	0.0	0.0	0.0	0.000154130702836	0.000924784217016	0.000462392108508	0.000462392108508	0.0	0.0	0.0	0.0	0.0	0.000154130702836	0.0	0.0	0.0	0.0	0.000154130702836	0.0	0.0	0.0	0.0	0.000308261405672	0.0	0.0	0.0	0.00200369913687	0.0	0.0	0.0	0.0	0.000154130702836	0.0	0.0	0.000308261405672	0.0	0.0	0.000308261405672	0.0	0.0	0.0	-	
2016-08-14	Google	0.000189717321191	0.0	0.0	0.000758869284766	0.0	0.0	0.0	0.000569151963574	0.000379434642383	0.0	0.000189717321191	0.0	0.000189717321191	0.000189717321191	0.0	0.000189717321191	0.000189717321191	0.0	0.0	0.000189717321191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189717321191	0.0	0.0	0.000189717321191	0.0	0.0	0.0	0.0	0.0	0.000189717321191	0.0	0.000379434642383	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-08-15	Google	0.000381752242794	0.0	0.0	0.00190876121397	0.0	0.0	0.0	0.000190876121397	0.000763504485589	0.00133613284978	0.000381752242794	0.0	0.0	0.0	0.0	0.0	0.000381752242794	0.0	0.0	0.000954380606986	0.0	0.0	0.0	0.0	0.0	0.0	0.000572628364192	0.0	0.0	0.0	0.000954380606986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267226569956	0.0	0.000572628364192	0.0	0.0	0.0	0.0	-	
2016-08-16	Google	0.00031776294884	0.0	0.0	0.00206545916746	0.0	0.0	0.0	0.00015888147442	0.00031776294884	0.00063552589768	0.00063552589768	0.0	0.0	0.0	0.0	0.0	0.00031776294884	0.0	0.0	0.0	0.0	0.00031776294884	0.00015888147442	0.00015888147442	0.0	0.0	0.0007944073721	0.00015888147442	0.0	0.0	0.00063552589768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095328884652	0.0	0.0	0.0	0.0	0.0	0.00015888147442	-	
2016-08-19	Google	0.000189933523267	0.0	0.000379867046534	0.00132953466287	0.0	0.0	0.0	0.0	0.000379867046534	0.000569800569801	0.0011396011396	0.000189933523267	0.0	0.0	0.0	0.0	0.000759734093067	0.0	0.0	0.000569800569801	0.0	0.0	0.000189933523267	0.0	0.0	0.0	0.000949667616334	0.0	0.0	0.0	0.000949667616334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000569800569801	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-08-20	Google	0.000183016105417	0.000183016105417	0.000549048316252	0.00128111273792	0.0	0.000183016105417	0.000183016105417	0.000183016105417	0.000183016105417	0.000183016105417	0.000366032210835	0.0	0.0	0.0	0.0	0.0	0.000366032210835	0.0	0.0	0.000366032210835	0.000183016105417	0.0	0.000183016105417	0.0	0.0	0.0	0.000732064421669	0.0	0.0	0.0	0.0010980966325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-08-21	Google	0.000698445957744	0.000349222978872	0.0	0.00279378383098	0.0	0.0	0.0	0.000174611489436	0.000174611489436	0.00087305744718	0.000698445957744	0.0	0.0	0.0	0.0	0.0	0.000174611489436	0.0	0.0	0.00139689191549	0.000174611489436	0.000174611489436	0.0	0.0	0.0	0.0	0.00261917234154	0.0	0.0	0.0	0.000349222978872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087305744718	0.000349222978872	0.0	0.000174611489436	0.0	0.0	0.0	-	
2016-08-22	Google	0.00021630975557	0.0	0.0	0.00194678780013	0.0	0.00021630975557	0.0	0.00064892926671	0.00021630975557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021630975557	0.0	0.0	0.00086523902228	0.00043261951114	0.0	0.0	0.0	0.0	0.0	0.00173047804456	0.0	0.0	0.0	0.00043261951114	0.0	0.0	0.00021630975557	0.0	0.0	0.0	0.0	0.00064892926671	0.0	0.00194678780013	0.00043261951114	0.0	0.00021630975557	0.0	-	
2016-09-05	Google	0.000364365093824	0.000182182546912	0.0	0.0014574603753	0.0	0.0	0.0	0.0	0.0	0.000546547640736	0.000364365093824	0.0	0.0	0.0	0.0	0.0	0.000728730187648	0.0	0.0	0.00163964292221	0.0	0.000182182546912	0.0	0.0	0.0	0.0	0.00127527782838	0.0	0.0	0.0	0.000728730187648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182182546912	0.000182182546912	0.000182182546912	0.000364365093824	0.0	0.0	0.000182182546912	-	
2016-09-06	Google	0.000134589502019	0.000134589502019	0.0	0.00107671601615	0.0	0.000134589502019	0.000134589502019	0.000269179004038	0.000134589502019	0.000672947510094	0.000403768506057	0.0	0.0	0.0	0.0	0.0	0.000269179004038	0.0	0.0	0.00134589502019	0.000134589502019	0.0	0.0	0.0	0.0	0.0	0.000134589502019	0.000269179004038	0.0	0.0	0.000134589502019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000538358008075	0.0	0.000807537012113	0.0	0.0	0.0	0.0	-	
2016-09-09	Google	0.000139801481896	0.000139801481896	0.000559205927583	0.00125821333706	0.0	0.000139801481896	0.0	0.000559205927583	0.000279602963791	0.000139801481896	0.000139801481896	0.0	0.000279602963791	0.0	0.0	0.0	0.0	0.000139801481896	0.0	0.00209702222844	0.0	0.0	0.000139801481896	0.0	0.000139801481896	0.0	0.000838808891374	0.000279602963791	0.0	0.0	0.000139801481896	0.0	0.0	0.0	0.0	0.0	0.000139801481896	0.0	0.000419404445687	0.000139801481896	0.0	0.0	0.0	0.0	0.0	+	
2016-09-10	Google	0.000342641768032	0.0	0.0	0.00188452972417	0.0	0.0	0.0	0.0	0.000685283536063	0.00102792530409	0.000342641768032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119924618811	0.0	0.000171320884016	0.0	0.0	0.0	0.0	0.000513962652047	0.0	0.0	0.0	0.000171320884016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000856604420079	0.000171320884016	0.000342641768032	0.0	0.0	0.0	0.0	-	
2016-09-11	Google	0.0	0.0	0.000363768643143	0.000727537286286	0.0	0.000727537286286	0.0	0.0	0.000727537286286	0.0	0.000727537286286	0.0	0.000727537286286	0.0	0.0	0.0	0.000363768643143	0.0	0.0	0.000363768643143	0.0	0.0	0.0	0.0	0.000363768643143	0.0	0.000363768643143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000363768643143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-12	Google	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-13	Google	0.000977357875876	0.000162892979313	0.000162892979313	0.00146603681381	0.0	0.0	0.0	0.000488678937938	0.00065157191725	0.000325785958625	0.000162892979313	0.0	0.0	0.0	0.0	0.0	0.000325785958625	0.0	0.0	0.000488678937938	0.0	0.0	0.000162892979313	0.0	0.0	0.0	0.00114025085519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000162892979313	0.0	0.000162892979313	0.0	0.0	0.0	0.000162892979313	-	
2016-09-16	Google	0.0	0.0	0.000343701666953	0.000687403333906	0.0	0.00051555250043	0.000171850833477	0.00051555250043	0.000687403333906	0.000343701666953	0.000687403333906	0.0	0.0	0.0	0.0	0.0	0.00051555250043	0.0	0.0	0.00137480666781	0.0	0.0	0.0	0.0	0.0	0.0	0.00103110500086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000171850833477	0.000343701666953	0.0	0.0	0.000171850833477	-	
2016-09-17	Google	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-09-18	Google	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-19	Google	0.0	0.0	0.000206654267411	0.000619962802232	0.0	0.000206654267411	0.0	0.0	0.000206654267411	0.000206654267411	0.0	0.000206654267411	0.0	0.0	0.000206654267411	0.0	0.0	0.0	0.0	0.000826617069642	0.0	0.0	0.0	0.0	0.0	0.000206654267411	0.000413308534821	0.000206654267411	0.0	0.0	0.000413308534821	0.0	0.0	0.000413308534821	0.000206654267411	0.0	0.0	0.000413308534821	0.0	0.0	0.0	0.0	0.000206654267411	0.0	0.0	+	
2016-09-20	Google	0.000387596899225	0.0	0.000193798449612	0.00135658914729	0.0	0.0	0.0	0.0	0.000581395348837	0.000968992248062	0.000193798449612	0.0	0.0	0.0	0.0	0.0	0.000387596899225	0.0	0.0	0.000581395348837	0.0	0.0	0.0	0.0	0.0	0.0	0.000387596899225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000193798449612	0.0	0.0	0.0	0.0	0.0	0.0	-	
2016-09-23	Google	0.000201207243461	0.000201207243461	0.0	0.00181086519115	0.0	0.0	0.0	0.000201207243461	0.000201207243461	0.000603621730382	0.000603621730382	0.0	0.0	0.0	0.0	0.0	0.000201207243461	0.0	0.0	0.00201207243461	0.0	0.0	0.0	0.0	0.0	0.0	0.000402414486922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000402414486922	0.000201207243461	0.0	0.0	0.0	-	
2016-09-25	Google	0.0	0.000173370319001	0.000346740638003	0.000866851595007	0.0	0.000173370319001	0.000173370319001	0.000173370319001	0.0	0.000346740638003	0.000173370319001	0.0	0.0	0.0	0.0	0.0	0.000346740638003	0.0	0.0	0.0	0.000346740638003	0.0	0.0	0.0	0.000173370319001	0.0	0.000173370319001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173370319001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-26	Google	0.000162946064853	0.0	0.000162946064853	0.000977676389115	0.0	0.000162946064853	0.0	0.0	0.0	0.000325892129705	0.00114062245397	0.0	0.0	0.0	0.0	0.0	0.000977676389115	0.0	0.0	0.00130356851882	0.0	0.0	0.0	0.0	0.0	0.0	0.000814730324263	0.000162946064853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114062245397	0.000162946064853	0.000162946064853	0.00065178425941	0.0	0.0	0.0	-	
2016-09-27	Google	0.0	0.0	0.0	0.00157835400225	0.0	0.0	0.0	0.00135287485908	0.000450958286359	0.000676437429538	0.0	0.0	0.0	0.0	0.0	0.0	0.000225479143179	0.0	0.0	0.000901916572717	0.000225479143179	0.000225479143179	0.000450958286359	0.0	0.0	0.000225479143179	0.0	0.0	0.0	0.0	0.000225479143179	0.000225479143179	0.0	0.0	0.0	0.0	0.000225479143179	0.0	0.000225479143179	0.0	0.0	0.0	0.0	0.0	0.0	+	
2016-09-30	Google	0.0	0.0	0.0	0.00065803904365	0.0	0.000219346347883	0.0	0.0	0.00175477078307	0.0	0.00175477078307	0.0	0.0	0.0	0.0	0.0	0.000438692695767	0.0	0.0	0.00065803904365	0.0	0.0	0.0	0.0	0.0	0.0	0.000438692695767	0.0	0.0	0.0	0.00065803904365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000438692695767	0.0	0.0	0.000219346347883	0.0	0.0	0.000438692695767	-	
2016-10-01	Google	0.000213310580205	0.000213310580205	0.00042662116041	0.00213310580205	0.0	0.0	0.0	0.0	0.00127986348123	0.0	0.000639931740614	0.0	0.0	0.0	0.0	0.0	0.000639931740614	0.0	0.0	0.00149317406143	0.000213310580205	0.000213310580205	0.0	0.0	0.0	0.0	0.00042662116041	0.0	0.0	0.0	0.00149317406143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000213310580205	0.0	0.0	0.0	0.00042662116041	-	
2016-10-02	Google	0.000494559841741	0.0	0.0	0.000824266402901	0.0	0.00016485328058	0.0	0.0	0.000329706561161	0.000494559841741	0.000989119683482	0.0	0.0	0.00016485328058	0.0	0.0	0.00016485328058	0.0	0.0	0.000824266402901	0.0	0.0	0.0	0.0	0.0	0.0	0.00131882624464	0.0	0.0	0.0	0.00016485328058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016485328058	0.00016485328058	0.000329706561161	0.0	0.0	0.0	0.0	-	
2016-10-03	Google	0.000302160447197	0.000453240670796	0.0	0.00120864178879	0.0	0.000453240670796	0.0	0.000302160447197	0.000453240670796	0.000906481341592	0.00181296268318	0.0	0.0	0.0	0.0	0.0	0.000151080223599	0.0	0.0	0.00211512313038	0.0	0.0	0.000151080223599	0.0	0.0	0.0	0.000151080223599	0.0	0.0	0.0	0.000302160447197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000302160447197	0.000151080223599	0.0	0.0	0.0	0.0	0.0	-	
