DATE	COMPANY	foul	marvel	trusted	greatness	congratulations	stupidity	ridiculous	authentic	virus	garbage	dumping	damn	providence	error	keen	limited	weakness	restored	broken	benefits	effectively	perfection	stuck	scam	anger	loss	PRICE DIRECTION
2016-09-19	Apple	0.0	0.0	0.0	0.00160592958616	0.0	0.0	0.000247066090179	0.000494132180359	0.00185299567634	0.0	0.0	0.0	0.00321185917233	0.0	0.00012353304509	0.000205888408483	0.0	0.000864731315626	0.0	0.00580605311921	0.000617665225448	0.00259419394688	0.0	0.0	0.0	0.000741198270538	+
2016-09-20	Apple	0.0	0.0	0.0	0.000878048780488	0.0	9.75609756098e-05	0.0	0.000292682926829	0.00117073170732	0.0	9.75609756098e-05	0.00029268292683	0.00409756097562	0.0	0.0	0.000650406504067	0.0	0.0019512195122	0.0	0.0105365853659	0.00048780487805	0.00175609756098	0.00029268292683	0.0	0.0	0.000487804878048	-
2016-09-23	Apple	0.0	0.0	8.75273522976e-05	0.00122538293217	0.000175054704595	8.75273522976e-05	0.0	0.000262582056893	0.00332603938731	0.0	0.0	0.00035010940919	0.00271334792122	0.0	8.75273522976e-05	0.000583515681983	0.0	0.00113785557987	0.0	0.0035886214442	0.000175054704595	0.00140043763676	8.75273522976e-05	0.0	0.000109409190372	0.000437636761488	+
2016-09-24	Apple	0.0	0.0	0.000114613180516	0.000916905444126	0.000114613180516	0.0	0.000114613180516	0.000229226361032	0.00126074498567	0.0	0.0	0.000343839541548	0.00401146131805	0.0	0.0	0.000191021967526	0.0	0.00126074498567	0.0	0.00538681948424	0.000343839541547	0.000687679083094	0.000114613180516	0.0	0.0	0.000916905444126	+
2016-09-25	Apple	0.0	0.0	0.0	0.000804828973842	0.0	0.000134138162307	0.0	0.000134138162307	0.000268276324614	0.0	0.0	0.000268276324614	0.00402414486922	0.0	0.0	0.0	0.0	0.00134138162307	0.0	0.00603621730381	0.000134138162307	0.00402414486922	0.0	0.0	0.000335345405768	0.000268276324614	+
2016-09-26	Apple	0.000232234091965	0.0	9.28936367858e-05	0.00092893636786	0.0	0.00046446818393	0.0	0.000185787273572	0.00185787273572	9.28936367858e-05	0.0	9.28936367858e-05	0.00315838365072	0.0	0.0	0.000309645455953	0.0	0.00092893636786	0.0	0.006502554575	0.000650255457502	0.00213655364608	0.0	0.0	0.000116117045982	0.00111472364143	-
2016-09-27	Apple	0.0	0.0	0.0	0.00114832535885	0.0	0.000478468899522	0.0	0.0	0.000382775119616	9.56937799044e-05	0.0	9.56937799044e-05	0.00354066985646	0.0	0.0	0.000159489633174	0.0	0.000478468899521	0.0	0.00679425837321	0.000861244019139	0.0023923444976	9.56937799044e-05	0.0	0.00035885167464	0.000478468899522	+
2016-09-30	Apple	0.0	0.000159108989658	0.0	0.000954653937947	0.0	0.000190930787589	0.0	0.00019093078759	0.000668257756564	0.0	0.0	9.54653937948e-05	0.00315035799522	0.0	0.0	0.000159108989658	0.0	0.00229116945107	0.0	0.00649164677803	0.000381861575178	0.00190930787589	0.000190930787589	0.0	0.000119331742244	0.000477326968974	-
2016-10-01	Apple	0.0	0.0	0.0	0.00216346153846	0.0	0.000240384615384	0.0	0.000120192307692	0.0	0.0	0.0	0.000600961538462	0.00384615384615	0.0	0.0	0.0	0.000200320512821	0.00180288461539	0.0	0.00661057692307	0.000120192307692	0.00216346153846	0.0	0.0	0.000150240384616	0.000360576923076	-
2016-10-02	Apple	0.0	0.0	0.0	0.0016393442623	0.0	0.000655737704918	0.0	0.00032786885246	0.0016393442623	0.0	0.0	0.00032786885246	0.00393442622951	0.0	0.0	0.000546448087433	0.0	0.000983606557378	0.0	0.00721311475411	0.00032786885246	0.0016393442623	0.0	0.0	0.0	0.0	-
2016-10-03	Apple	0.0	0.0	0.0	0.00137741046832	0.0	0.000550964187329	0.0	0.000183654729109	0.00449954086318	9.18273645546e-05	9.18273645546e-05	0.000367309458218	0.00348943985308	0.0	0.0	0.000306091215182	0.0	0.00119375573921	0.0	0.00661157024794	9.18273645546e-05	0.00119375573921	0.000183654729109	0.0	0.0	0.000550964187328	+
2016-10-04	Apple	0.0	0.0	0.0	0.00092980009298	9.2980009298e-05	0.000278940027894	0.0	0.000278940027894	0.00232450023245	0.0	9.2980009298e-05	0.000371920037192	0.0048349604835	0.0	0.0	0.000309933364327	0.0	0.00102278010228	0.0	0.00641562064157	0.00046490004649	0.00130172013017	0.0	0.0	0.0	0.000371920037192	-
2016-10-07	Apple	0.0	0.0	0.000101729399797	0.000915564598168	0.00061037639878	0.000203458799593	0.000101729399797	0.0	0.00111902339776	0.0	0.0	0.00030518819939	0.00315361139369	0.0	0.0	0.0	0.0	0.00111902339776	0.0	0.00783316378433	0.000406917599187	0.00061037639878	0.0	0.0	0.000127161749746	0.000406917599186	+
2016-10-08	Apple	0.0	0.0	0.0	0.00123685837972	0.0	0.000247371675944	0.0	0.000123685837972	0.000371057513914	0.0	0.0	0.000865800865802	0.0034632034632	0.0	0.0	0.0	0.0	0.00136054421769	0.000123685837972	0.00643166357453	0.000371057513916	0.00111317254174	0.000123685837972	0.0	0.00030921459493	0.00074211502783	-
2016-10-09	Apple	0.0	0.0	0.0	0.0006230529595	0.0	0.00031152647975	0.0	0.0	0.0006230529595	0.0	0.0	0.0	0.00373831775701	0.0	0.0	0.0	0.0	0.000934579439252	0.0	0.00467289719626	0.001246105919	0.000934579439252	0.0	0.0	0.0	0.0006230529595	-
2016-10-10	Apple	0.0	0.0	0.0	0.00127337843215	0.0	0.00103461997612	7.95861520096e-05	0.0	0.00111420612813	0.0	0.0	0.000238758456028	0.00437723836053	0.0	0.0	0.000132643586683	0.0	0.000716275368085	0.0	0.00517309988063	0.000477516912058	0.00111420612813	0.0	0.0	9.9482690012e-05	0.00103461997612	+
2016-10-11	Apple	0.0	0.0	0.0	0.00057020669993	0.0	0.000641482537419	0.0	0.000213827512473	0.00206699928724	0.0	0.0	0.000427655024946	0.00363506771205	0.0	0.0	0.0	0.0	0.000855310049892	0.0	0.00420527441197	0.00064148253742	0.00121168923735	0.0	0.0	0.000178189593728	0.000784034212402	-
2016-10-14	Apple	0.0	0.0	9.37207122774e-05	0.000562324273664	0.0	0.000562324273664	0.0	0.000562324273664	0.000468603561387	0.0	0.0	0.000468603561387	0.00524835988753	0.0	0.0	0.000312402374258	0.000156201187129	0.00103092783505	0.0	0.0049671977507	0.000281162136832	0.00159325210872	0.0	0.0	0.000117150890347	0.000468603561388	+
2016-10-15	Apple	0.0	0.0	0.0	0.00143061516452	0.0	0.000286123032904	0.0	0.000143061516452	0.0	0.0	0.0	0.00071530758226	0.00414878397711	0.0	0.0	0.000238435860753	0.0	0.00171673819742	0.0	0.00529327610872	0.000858369098712	0.00171673819742	0.000143061516452	0.0	0.0	0.00071530758226	-
2016-10-16	Apple	0.0	0.0	0.0	0.000972897845726	0.0	0.000138985406532	0.0	0.00111188325226	0.000277970813065	0.000138985406532	0.0	0.00111188325226	0.0047255038221	0.0	0.0	0.0	0.0	0.00125086865879	0.0	0.00625434329394	0.000277970813064	0.00138985406532	0.000138985406532	0.0	0.000347463516331	0.000416956219596	-
2016-10-17	Apple	0.0	0.0	0.0	0.000301356102462	0.0	0.000200904068308	0.000100452034154	0.000100452034154	0.00140632847815	0.0	0.0	0.000301356102462	0.00431943746861	0.0	0.0	0.0	0.0	0.00100452034154	0.0	0.00793571069816	0.000401808136614	0.00100452034154	0.000200904068307	0.0	0.000251130085385	0.000200904068308	+
2016-10-18	Apple	0.0	0.0	0.000100857286939	0.000403429147755	0.0	0.000100857286939	0.0	0.000100857286939	0.000806858295512	0.0	0.0	0.000907715582451	0.00383257690368	0.0	0.000100857286939	0.0	0.0	0.00100857286939	0.0	0.00544629349471	0.00090771558245	0.00201714573878	0.0	0.0	0.0	0.00090771558245	-
2016-10-21	Apple	0.0	0.0	0.0	0.000777831793874	9.72289742344e-05	9.72289742344e-05	9.72289742344e-05	0.000388915896937	0.000291686922702	0.0	0.0	0.000583373845406	0.0115702479339	0.0	0.0	0.000324096580781	0.0	0.00826446280992	0.0	0.00573650947982	0.000486144871172	0.000777831793874	0.0	0.0	0.000243072435586	0.000777831793874	+
2016-10-22	Apple	0.0	0.0	0.0	0.00122222222222	0.0	0.000111111111111	0.0	0.000111111111111	0.000555555555555	0.0	0.0	0.000444444444444	0.00466666666667	0.0	0.0	0.000185185185185	0.0	0.00133333333333	0.0	0.005	0.000111111111111	0.00144444444444	0.0	0.0	0.0	0.000444444444444	+
2016-10-23	Apple	0.0	0.0	0.0	0.00184615384615	0.0	0.000369230769231	0.0	0.0	0.000123076923077	0.0	0.0	0.00036923076923	0.0032	0.0	0.0	0.0	0.0	0.00110769230769	0.0	0.00455384615384	0.000246153846154	0.000738461538462	0.0	0.0	0.0	0.00036923076923	+
2016-10-24	Apple	0.0	0.0	0.0	0.00087680841736	0.000175361683472	0.000263042525208	0.0	0.000175361683472	0.00113985094257	0.0	0.0	0.000613765892152	0.00280578693555	0.0	0.0	0.000146134736227	0.0	0.000613765892152	0.0	0.0043840420868	0.00087680841736	0.00113985094257	0.0	0.0	0.0	0.000613765892152	-
2016-10-25	Apple	0.000187969924812	0.0	0.0	0.000751879699248	0.0	0.0	0.0	0.0	0.00721804511278	7.51879699248e-05	0.0	0.000300751879699	0.00263157894737	0.0	0.0	0.000125313283208	0.0	0.000977443609024	0.0	0.00654135338347	7.51879699248e-05	0.0021052631579	0.0	0.0	0.000187969924812	0.0003007518797	-
2016-10-28	Apple	0.0	0.0	0.0	0.000191570881226	0.0	0.000383141762452	0.0	0.0	0.000574712643678	0.0	0.0	0.0	0.00095785440613	0.0	0.0	0.0	0.0	0.000191570881226	0.0	0.00249042145594	0.000383141762452	0.000574712643678	0.000191570881226	0.0	0.0	0.000766283524904	-
2016-10-29	Apple	0.0015243902439	0.0	0.0	0.00335365853658	0.0	0.00030487804878	0.0	0.0	0.00243902439024	0.0	0.0	0.00060975609756	0.0030487804878	0.0	0.0	0.0	0.0	0.0	0.0	0.00670731707316	0.00121951219512	0.00060975609756	0.0	0.0	0.0	0.0	-
2016-10-30	Apple	0.0	0.0	0.0	0.00143112701252	0.0	0.00143112701252	0.0	0.0	0.000715563506262	0.0	0.0	0.0	0.00214669051878	0.0	0.0	0.0	0.0	0.0	0.0	0.00536672629696	0.000715563506262	0.000715563506262	0.0	0.0	0.0	0.000715563506262	+
2016-10-31	Apple	0.0	0.0	0.0	0.000240384615384	0.0	0.000240384615384	0.0	0.000961538461538	0.00144230769231	0.0	0.0	0.0	0.003125	0.0	0.0	0.0	0.0	0.0	0.0	0.00432692307693	0.00048076923077	0.000240384615384	0.0	0.0	0.0	0.00048076923077	-
2016-11-01	Apple	0.0	0.0	0.0	0.000681044267878	0.0	0.00022701475596	0.0	0.0	0.00317820658342	0.0	0.0	0.0	0.00181611804767	0.00028376844495	0.0	0.0003783579266	0.0	0.00158910329171	0.0	0.00522133938705	0.000454029511918	0.000681044267878	0.0	0.0	0.0	0.0	+
2016-11-04	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000462427745664	0.00231213872832	0.000231213872832	0.0	0.0	0.00208092485549	0.0	0.0	0.0	0.0	0.000231213872832	0.0	0.00277456647399	0.00092485549133	0.000462427745664	0.0	0.0	0.0	0.000693641618498	+
2016-11-05	Apple	0.0	0.0	0.0	0.00077519379845	0.0	0.0	0.0	0.00077519379845	0.00387596899224	0.0	0.0	0.0	0.00232558139535	0.0	0.0	0.0	0.0	0.00077519379845	0.0	0.0108527131783	0.00077519379845	0.0	0.0	0.0	0.0	0.0	+
2016-11-06	Apple	0.0	0.0	0.0	0.0	0.0	0.0027397260274	0.0	0.0013698630137	0.0027397260274	0.0	0.0	0.0	0.0013698630137	0.0	0.0	0.0	0.0	0.0013698630137	0.0	0.0054794520548	0.0	0.0041095890411	0.0	0.0	0.0	0.0	+
2016-11-07	Apple	0.0	0.0	0.0	0.00029542097489	0.0	0.00059084194978	0.0	0.0	0.00147710487445	0.0	0.0	0.00029542097489	0.00206794682422	0.0	0.0	0.0	0.0	0.000886262924668	0.0	0.00531757754801	0.00206794682422	0.00118168389956	0.0	0.0	0.0	0.000886262924668	-
2016-11-08	Apple	0.0	0.0	0.000346620450606	0.0	0.0	0.000346620450606	0.0	0.0	0.0	0.0	0.0	0.0	0.00103986135182	0.0	0.0	0.00057770075101	0.0	0.0	0.0	0.00277296360485	0.00103986135182	0.000693240901214	0.000346620450606	0.0	0.0	0.0	+
2016-11-18	Apple	0.0	0.0	0.0	0.000241254523522	0.0	0.000241254523522	0.0	0.0	0.000482509047044	0.000482509047044	0.0	0.000241254523522	0.00241254523522	0.0	0.0	0.0	0.0	0.0	0.0	0.00337756332931	0.00120627261761	0.000723763570566	0.0	0.0	0.0	0.000241254523522	+
2016-11-19	Apple	0.0	0.0	0.0	0.000561797752808	0.0	0.0	0.0	0.00112359550562	0.000561797752808	0.0	0.0	0.0	0.00561797752809	0.0	0.0	0.0	0.0	0.000561797752808	0.0	0.00393258426967	0.000561797752808	0.00224719101123	0.000561797752808	0.0	0.0	0.000561797752808	-
2016-11-20	Apple	0.0	0.0	0.0	0.000760456273764	0.0	0.0	0.0	0.0	0.0	0.00608365019012	0.0	0.0	0.0083650190114	0.000950570342205	0.0	0.0	0.0	0.000760456273764	0.0	0.0121673003802	0.000760456273764	0.000760456273764	0.0	0.0	0.0	0.0	-
2016-11-22	Apple	0.0	0.0	0.0	0.000595238095238	0.0	0.000595238095238	0.0	0.0	0.00119047619048	0.0	0.0	0.0	0.00505952380952	0.0	0.0	0.0	0.0	0.000595238095238	0.0	0.00446428571429	0.00119047619048	0.00029761904762	0.0	0.0	0.0	0.00029761904762	+
2016-11-25	Apple	0.0	0.0	0.0	0.0	0.0	0.00040404040404	0.00080808080808	0.0	0.00080808080808	0.0	0.0	0.0	0.0020202020202	0.0	0.0	0.0	0.0	0.0	0.0	0.00565656565656	0.00080808080808	0.00080808080808	0.0	0.0	0.0	0.00040404040404	+
2016-11-26	Apple	0.0	0.0	0.0	0.000980392156862	0.0	0.000980392156862	0.0	0.0	0.000980392156862	0.0	0.0	0.0	0.00196078431373	0.0	0.0	0.0	0.0	0.0	0.0	0.00686274509805	0.0	0.00196078431372	0.0	0.0	0.0	0.0	+
2016-11-27	Apple	0.0	0.0	0.0	0.0009900990099	0.0	0.0	0.0	0.0	0.0019801980198	0.0	0.0	0.0	0.0039603960396	0.0	0.0	0.0	0.0	0.0	0.0	0.0029702970297	0.0	0.0009900990099	0.0	0.0	0.0	0.0	-
2016-11-28	Apple	0.0	0.0	0.0	0.00102040816327	0.0	0.000340136054422	0.0	0.0	0.00136054421769	0.0	0.0	0.0	0.00272108843538	0.0	0.0	0.0	0.0	0.0	0.0	0.00578231292518	0.00102040816327	0.0	0.0	0.0	0.0	0.0	-
2016-11-29	Apple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162601626016	0.0	0.0	0.0	0.00195121951219	0.0	0.0	0.0	0.0	0.0	0.0	0.00520325203252	0.00130081300813	0.000975609756098	0.0	0.0	0.0	0.000650406504064	+
