DATE	COMPANY	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Cluster_32	Cluster_33	Cluster_34	Cluster_35	Cluster_36	Cluster_37	Cluster_38	Cluster_39	Cluster_40	Cluster_41	Cluster_42	Cluster_43	Cluster_44	Cluster_45	Cluster_46	Cluster_47	Cluster_48	Cluster_49	Cluster_50	Cluster_51	Cluster_52	Cluster_53	Cluster_54	Cluster_55	Cluster_56	Cluster_57	Cluster_58	Cluster_59	Cluster_60	Cluster_61	Cluster_62	Cluster_63	Cluster_64	Cluster_65	Cluster_66	Cluster_67	Cluster_68	Cluster_69	Cluster_70	Cluster_71	Cluster_72	Cluster_73	Cluster_74	Cluster_75	Cluster_76	Cluster_77	Cluster_78	Cluster_79	Cluster_80	Cluster_81	Cluster_82	Cluster_83	Cluster_84	Cluster_85	Cluster_86	Cluster_87	Cluster_88	Cluster_89	Cluster_90	Cluster_91	Cluster_92	Cluster_93	Cluster_94	Cluster_95	Cluster_96	Cluster_97	Cluster_98	Cluster_99	Cluster_100	Cluster_101	Cluster_102	Cluster_103	Cluster_104	Cluster_105	Cluster_106	Cluster_107	Cluster_108	Cluster_109	Cluster_110	Cluster_111	Cluster_112	Cluster_113	Cluster_114	Cluster_115	Cluster_116	Cluster_117	Cluster_118	Cluster_119	Cluster_120	Cluster_121	Cluster_122	Cluster_123	Cluster_124	Cluster_125	Cluster_126	Cluster_127	Cluster_128	Cluster_129	Cluster_130	Cluster_131	Cluster_132	Cluster_133	Cluster_134	Cluster_135	Cluster_136	Cluster_137	Cluster_138	Cluster_139	Cluster_140	Cluster_141	Cluster_142	Cluster_143	Cluster_144	Cluster_145	Cluster_146	Cluster_147	Cluster_148	Cluster_149	Cluster_150	Cluster_151	Cluster_152	Cluster_153	Cluster_154	Cluster_155	Cluster_156	Cluster_157	Cluster_158	Cluster_159	Cluster_160	Cluster_161	Cluster_162	Cluster_163	Cluster_164	Cluster_165	Cluster_166	Cluster_167	Cluster_168	Cluster_169	Cluster_170	Cluster_171	Cluster_172	Cluster_173	Cluster_174	Cluster_175	Cluster_176	Cluster_177	Cluster_178	Cluster_179	Cluster_180	Cluster_181	Cluster_182	Cluster_183	Cluster_184	Cluster_185	Cluster_186	Cluster_187	Cluster_188	Cluster_189	Cluster_190	Cluster_191	Cluster_192	Cluster_193	Cluster_194	Cluster_195	Cluster_196	Cluster_197	Cluster_198	Cluster_199	Cluster_200	Cluster_201	Cluster_202	Cluster_203	Cluster_204	Cluster_205	Cluster_206	Cluster_207	Cluster_208	Cluster_209	Cluster_210	Cluster_211	Cluster_212	Cluster_213	Cluster_214	Cluster_215	Cluster_216	Cluster_217	Cluster_218	Cluster_219	Cluster_220	Cluster_221	Cluster_222	Cluster_223	Cluster_224	Cluster_225	Cluster_226	Cluster_227	Cluster_228	Cluster_229	Cluster_230	Cluster_231	Cluster_232	Cluster_233	Cluster_234	
2016-10-05	Apple	8	12	27	58	24	7	19	9	1	11	5	60	29	44	28	7	27	4	143	9	9	15	41	7	5	25	8	12	8	18	27	42	38	55	40	6	13	26	7	18	109	16	38	7	50	23	17	14	7	9	14	40	20	21	18	7	31	3	24	182	4	10	15	35	33	49	13	5	20	13	67	42	18	4	6	11	10	15	19	43	8	51	11	11	20	4	6	25	36	66	13	51	5	17	2	2	6	2	17	8	8	18	5	13	6	0	7	20	6	2	5	8	1	0	1	0	6	3	0	1	19	4	1	19	5	0	14	8	14	2	2	2	1	1	0	2	1	20	3	19	4	2	9	3	6	0	2	2	2	2	7	0	5	4	13	3	6	11	10	7	4	10	10	2	5	4	7	3	37	1	3	5	12	20	4	12	9	4	7	24	6	0	5	11	8	0	3	3	4	11	7	39	5	0	6	6	10	3	1	3	4	1	8	7	1	0	3	3	16	0	3	2	7	2	0	5	1	8	10	2	3	4	6	7	6	2	6	9	3	3	2	13	8	3	
2016-10-06	Apple	7	6	26	211	23	12	8	12	2	11	4	24	38	27	27	43	21	7	117	14	15	39	15	39	1	43	8	7	22	20	18	10	33	44	15	5	21	30	10	13	91	19	14	14	17	56	11	31	5	11	19	64	22	23	20	12	191	6	23	117	2	8	13	25	19	38	17	3	21	18	36	14	6	3	11	7	8	19	17	11	40	32	36	28	5	3	5	67	24	47	15	29	21	9	2	2	3	0	12	6	6	12	6	18	24	0	7	39	5	4	3	4	1	1	0	1	2	3	2	2	36	4	0	17	4	1	9	2	9	2	1	0	0	0	0	0	0	20	4	19	30	7	5	31	1	0	2	4	1	2	11	4	5	3	24	6	2	10	14	9	5	6	7	7	2	5	8	2	13	2	0	2	10	8	3	6	1	4	7	14	5	3	9	5	4	0	4	1	4	9	29	16	4	1	5	6	11	3	1	6	1	1	4	7	9	2	5	1	8	5	5	1	27	3	2	3	1	2	4	5	7	3	5	0	6	3	6	6	2	3	3	13	7	1	
2016-10-07	Apple	6	11	32	52	16	12	15	6	4	9	10	36	44	33	28	21	22	8	119	6	4	13	15	48	6	28	5	8	6	22	20	9	37	41	8	2	18	40	9	8	101	12	5	3	9	78	21	9	6	9	19	39	20	20	15	22	38	4	21	110	0	6	17	34	36	46	8	3	13	11	50	4	9	3	6	7	6	12	9	6	52	36	15	17	20	5	6	36	33	33	10	36	9	17	3	1	1	2	5	5	5	18	0	12	4	2	16	16	9	2	1	5	3	1	1	0	2	3	3	4	26	3	2	12	2	5	12	2	7	0	1	2	1	0	5	0	1	11	2	18	3	1	7	10	6	0	1	1	0	2	7	2	5	3	10	6	10	14	8	3	3	3	7	9	30	11	5	1	3	0	0	3	13	7	4	3	4	4	4	9	3	0	2	3	10	0	3	2	2	8	7	17	3	1	12	15	9	4	0	6	1	3	4	3	3	1	5	1	13	4	2	1	6	2	3	3	12	2	15	1	5	2	8	5	19	1	7	18	2	6	2	11	7	2	
2016-10-08	Apple	5	16	24	37	7	14	11	8	3	9	7	17	43	40	30	17	31	3	108	8	1	14	13	12	33	34	2	5	7	29	52	5	41	50	8	6	16	52	8	19	71	12	10	12	7	29	21	12	7	11	9	33	28	17	10	29	28	4	19	86	0	12	12	38	13	50	8	6	13	8	53	5	6	7	3	4	5	13	11	4	12	41	15	9	22	3	6	29	55	28	12	39	7	23	3	3	2	1	8	6	0	8	3	3	4	5	13	15	4	2	3	11	1	1	0	0	0	9	3	3	20	0	15	11	2	1	7	4	9	1	2	1	0	1	0	0	1	9	3	14	3	1	7	4	3	0	4	2	0	2	8	4	2	1	5	5	4	9	6	3	6	1	10	2	4	0	6	0	0	0	5	2	4	7	2	5	6	7	4	16	1	2	2	7	6	4	5	0	4	8	9	4	1	2	6	3	14	3	3	3	0	2	6	4	0	5	7	3	8	1	0	2	6	4	1	15	1	5	3	0	3	2	4	4	18	2	11	23	4	0	4	8	4	3	
2016-10-09	Apple	4	2	13	14	11	2	4	5	1	4	6	10	18	14	7	2	10	3	44	6	1	1	5	7	8	9	3	0	6	6	10	1	13	33	4	1	2	15	1	5	36	4	5	6	2	14	6	6	9	2	12	4	6	8	6	6	9	1	15	36	0	2	6	11	3	14	13	3	2	5	13	5	7	0	0	9	3	20	3	0	6	15	2	9	22	0	10	6	9	13	11	12	24	6	1	1	0	0	2	1	32	6	0	22	10	0	3	4	3	0	0	2	1	0	0	0	0	3	18	1	7	0	0	6	2	3	7	0	2	3	0	0	0	0	3	0	0	4	3	8	1	1	8	0	1	0	0	3	0	0	3	2	0	0	1	1	1	4	2	0	0	4	1	1	1	2	5	2	0	0	3	6	0	3	0	0	0	1	2	2	0	20	7	1	5	1	0	0	1	2	0	4	1	1	8	8	3	1	0	2	2	0	0	3	2	3	1	0	2	0	2	1	1	1	1	2	18	0	4	0	1	1	1	1	4	1	14	6	0	1	1	5	0	1	
2016-10-10	Apple	6	13	26	73	28	10	25	4	2	11	6	32	29	57	50	16	27	9	144	21	5	15	30	32	3	34	6	7	18	29	26	4	55	83	17	17	10	55	13	18	111	14	8	11	10	51	25	22	16	8	19	40	19	28	28	21	38	11	32	112	0	17	13	37	21	56	18	8	28	15	70	13	19	5	10	15	6	21	14	2	33	60	14	29	36	8	8	26	23	30	26	58	26	33	3	6	5	8	22	11	6	25	9	10	7	7	18	24	7	5	2	13	8	2	1	2	3	3	4	5	28	12	4	34	4	2	33	9	15	6	2	10	0	2	2	2	2	27	4	22	10	8	11	3	4	4	2	4	1	5	11	6	1	13	22	3	12	10	5	7	6	3	13	6	2	3	22	0	1	1	6	11	6	21	3	4	6	8	7	31	16	18	8	6	9	3	20	2	2	12	14	6	9	3	12	16	19	2	3	4	2	10	12	3	3	5	21	2	28	2	5	5	9	4	5	8	9	3	12	4	3	6	7	4	28	3	15	21	4	4	0	16	2	3	
2016-10-11	Apple	4	11	37	71	34	6	15	10	2	14	5	31	29	92	32	103	23	9	158	17	4	19	18	49	5	108	7	8	17	27	44	5	52	45	13	8	18	37	13	25	118	15	10	5	10	65	22	20	12	7	26	21	17	19	19	22	41	9	28	143	2	18	11	39	19	71	23	2	20	11	76	10	9	7	15	16	5	23	20	7	54	91	9	21	18	23	10	185	44	24	13	68	14	29	2	2	4	2	26	6	7	25	2	23	7	2	18	17	13	8	5	10	6	2	2	1	7	9	0	6	44	8	1	22	9	2	15	3	5	4	3	0	0	0	0	2	0	34	2	20	2	3	8	3	10	2	1	6	0	1	14	1	3	8	13	5	3	29	14	6	3	2	23	3	1	4	11	0	1	0	1	6	15	13	1	1	7	4	7	30	8	5	5	7	9	2	6	11	6	9	9	10	3	6	13	9	15	4	1	8	1	7	12	16	5	1	9	4	21	3	2	2	4	4	2	7	3	6	3	11	10	10	4	12	32	1	13	36	2	2	7	8	5	4	
2016-10-12	Apple	21	9	40	84	16	7	22	18	3	10	0	23	33	60	31	55	49	7	132	11	2	14	20	24	5	65	3	12	28	17	44	13	60	77	16	12	14	36	6	26	91	13	28	34	12	39	34	21	10	9	21	43	27	38	13	21	26	4	17	131	7	10	11	41	16	49	18	5	13	16	65	6	11	7	5	11	11	34	28	5	17	58	3	33	26	15	6	105	51	31	21	42	31	35	0	1	4	4	17	1	3	10	3	5	4	3	24	15	7	2	2	13	31	2	0	0	14	11	4	7	35	14	1	15	4	1	11	8	15	1	0	3	1	0	1	0	3	25	6	19	3	2	10	4	11	1	3	2	1	2	10	4	2	2	20	1	3	14	11	1	3	7	8	4	0	12	8	1	3	1	8	10	11	14	3	1	4	3	9	18	4	4	4	8	5	4	0	1	4	8	2	2	4	1	6	6	11	5	2	6	5	6	11	6	4	7	3	3	12	5	8	7	4	1	3	10	2	4	4	6	4	31	3	7	27	5	4	28	5	2	1	10	7	4	
2016-10-13	Apple	11	10	45	36	16	10	10	11	1	12	15	13	25	29	22	69	43	4	98	11	1	12	18	108	6	79	2	5	10	19	16	4	35	45	6	10	16	31	6	26	65	16	6	8	112	21	11	10	8	10	17	28	115	14	10	14	15	7	13	193	1	5	16	39	7	58	15	4	14	7	45	12	13	1	9	8	18	18	13	2	5	50	6	17	16	5	5	131	22	18	12	31	28	21	0	0	14	5	31	3	12	11	1	8	4	3	6	16	4	3	2	5	4	0	1	0	2	39	1	6	25	6	1	2	3	4	15	4	6	3	0	2	0	2	2	0	0	8	2	16	1	4	4	3	2	0	1	5	0	5	4	4	5	3	11	18	2	10	10	3	4	20	4	21	4	12	27	1	2	0	4	3	6	8	4	1	5	1	3	20	2	1	4	3	3	3	2	2	22	10	3	4	1	1	5	8	4	1	1	4	1	3	7	12	0	1	4	0	19	5	1	1	5	0	2	3	1	1	1	0	5	6	5	19	18	3	9	26	3	21	0	9	3	2	
2016-10-14	Apple	7	11	36	33	13	14	15	11	1	11	5	20	23	50	32	55	15	4	124	14	1	14	20	22	7	53	11	5	17	26	27	4	28	40	5	5	17	37	3	9	92	12	4	1	24	29	17	23	3	11	16	36	30	18	14	22	28	10	19	127	1	6	10	40	20	53	10	8	23	10	63	5	9	2	4	12	7	10	13	1	11	48	11	15	23	7	6	95	31	20	9	51	19	9	2	3	2	5	16	3	6	21	2	19	4	3	11	11	5	6	1	13	2	3	1	0	4	12	0	4	33	3	1	13	2	5	13	8	11	4	2	2	1	0	0	0	1	18	2	16	1	2	7	2	6	6	2	1	3	4	5	6	5	1	13	4	4	12	6	4	4	7	6	4	1	6	8	0	1	0	1	3	4	10	7	3	4	4	4	15	4	0	4	11	9	2	2	5	5	16	5	6	4	1	10	2	7	2	1	3	1	2	3	14	3	2	1	1	13	3	3	5	7	3	3	6	4	2	3	0	7	0	5	6	27	10	9	25	7	6	3	8	5	4	
2016-10-15	Apple	2	7	26	33	10	8	15	7	1	14	5	14	14	20	21	5	20	2	93	9	2	10	15	10	2	19	5	11	7	20	40	4	24	26	6	6	18	23	7	16	54	12	3	2	6	15	13	8	6	10	10	13	9	12	5	10	20	2	16	69	4	4	10	27	5	39	9	3	22	3	43	7	4	3	6	5	5	15	12	3	4	23	4	18	11	3	6	16	44	17	11	27	3	12	5	0	2	4	6	2	3	10	1	9	1	2	7	13	5	2	2	2	5	0	1	0	2	2	2	5	16	6	1	14	3	0	14	3	4	0	1	1	0	0	0	0	0	11	2	27	1	3	6	4	3	3	1	2	0	2	2	1	2	2	8	4	4	7	6	5	3	6	4	6	1	0	7	1	4	0	1	1	2	34	1	2	4	2	1	11	7	3	3	2	2	1	2	5	3	7	2	2	5	1	5	8	8	3	0	4	1	1	2	0	0	0	3	1	11	1	1	0	3	2	2	2	5	1	3	1	2	0	3	3	13	3	34	11	3	1	1	8	3	0	
2016-10-16	Apple	9	15	37	34	16	12	33	11	7	5	2	17	47	37	25	11	19	2	114	10	0	13	21	11	6	15	5	3	10	32	16	9	25	35	16	9	14	29	6	19	86	21	13	4	3	20	26	19	7	10	14	31	13	19	11	7	23	7	15	95	3	17	10	43	21	49	24	4	28	4	53	7	14	6	3	5	5	26	15	1	10	46	7	16	29	9	3	12	22	35	21	40	16	12	2	6	5	2	3	4	5	22	3	4	0	3	10	8	7	3	4	5	3	0	0	0	2	4	2	1	35	2	1	69	9	0	10	2	4	0	1	1	0	0	1	1	1	24	1	14	2	4	10	1	0	2	2	2	0	1	4	2	2	2	4	1	4	13	5	3	3	5	3	1	8	6	1	0	3	1	5	0	2	11	3	3	6	3	3	8	1	0	6	2	8	2	1	2	2	5	5	5	1	1	14	4	8	3	0	4	3	1	4	9	1	1	2	2	2	4	2	2	2	0	3	1	2	4	1	1	9	2	4	2	28	1	7	24	2	2	2	7	1	3	
2016-10-17	Apple	6	13	57	46	15	12	23	11	3	8	2	23	32	40	32	18	57	7	106	8	2	15	16	14	8	35	7	13	13	25	21	4	33	38	12	36	9	48	11	11	89	13	8	8	7	25	25	18	6	12	12	32	11	50	13	11	59	1	19	108	1	10	13	30	15	47	11	1	18	7	38	13	9	6	3	11	3	10	41	1	12	38	9	51	11	12	5	40	25	26	12	36	13	15	5	7	2	5	7	4	4	16	4	9	8	4	9	11	4	0	0	2	5	2	1	1	6	15	1	5	57	5	2	13	3	3	18	6	16	1	1	1	0	0	0	0	1	18	8	17	1	0	9	9	3	2	1	1	3	4	17	3	3	2	16	10	0	11	7	8	5	26	12	3	2	2	3	1	1	0	1	3	12	9	25	1	4	3	7	12	5	0	2	2	2	1	2	6	11	7	4	6	5	1	7	3	11	3	0	3	2	3	9	34	2	0	4	10	13	3	3	31	4	4	3	4	0	0	0	0	4	3	6	3	26	3	12	21	4	4	3	22	7	2	
2016-10-18	Apple	9	10	38	40	16	8	22	9	2	7	2	32	30	44	40	11	25	7	105	13	1	10	22	22	13	18	4	27	15	23	18	7	42	42	12	9	10	53	6	24	89	13	7	5	7	27	22	17	13	15	12	28	18	22	10	12	27	6	17	123	5	11	10	31	19	57	16	8	18	14	43	12	12	9	9	7	6	20	25	1	15	41	8	22	19	5	8	17	24	30	12	38	16	15	1	5	3	8	7	1	4	17	1	5	3	2	9	18	7	3	1	6	2	1	1	2	2	10	1	5	34	6	3	13	5	2	13	5	7	0	10	2	0	3	0	3	2	18	4	18	3	4	10	2	1	4	1	4	3	3	9	6	2	3	15	5	8	11	6	4	0	9	25	2	3	2	7	1	0	1	1	41	7	13	2	2	3	8	6	8	3	1	2	1	8	1	4	18	5	8	7	3	4	8	6	6	13	3	1	4	1	4	3	12	3	3	4	1	8	4	2	6	9	4	5	5	0	5	39	0	3	4	5	3	21	2	14	20	2	3	2	11	4	1	
2016-10-19	Apple	21	17	40	42	20	9	9	25	1	7	8	46	38	33	32	6	10	8	110	6	2	15	22	39	11	22	3	7	10	26	25	3	32	55	5	4	18	28	19	15	88	16	21	0	15	73	16	13	13	14	15	45	23	31	8	7	28	0	27	136	2	5	13	29	15	62	10	6	25	14	47	9	13	2	7	6	2	15	29	1	42	34	9	15	8	2	5	20	28	29	16	39	19	5	0	0	1	6	11	3	6	15	3	7	1	2	12	4	4	5	1	5	2	2	3	1	5	8	2	6	70	3	2	15	2	3	9	5	2	3	6	1	1	1	1	0	4	22	0	15	2	2	14	1	3	0	0	2	2	2	9	3	1	3	12	3	4	12	6	8	3	7	8	9	4	5	8	2	1	2	2	3	15	10	2	3	5	1	6	17	2	0	6	7	2	2	8	3	5	8	6	4	7	4	10	4	6	3	1	4	2	3	7	5	0	2	4	2	11	1	2	2	3	1	0	7	1	1	4	1	2	4	3	3	20	4	4	21	1	4	1	5	5	1	
2016-10-20	Apple	3	13	27	33	7	9	15	4	1	6	6	22	25	88	24	12	25	29	97	11	3	10	15	16	3	16	6	11	9	20	14	2	24	39	7	6	12	35	3	40	71	12	9	5	4	38	6	10	5	5	45	44	11	21	14	6	48	3	21	90	2	15	15	43	12	38	8	2	19	7	78	6	5	1	3	1	3	7	4	1	14	35	5	8	7	37	3	16	20	30	13	32	8	6	5	16	3	2	7	4	5	13	2	4	4	4	11	18	4	0	2	2	1	1	3	1	3	5	1	8	33	4	5	22	2	1	17	6	5	0	0	0	0	4	0	0	0	10	1	50	2	2	7	2	2	2	0	2	1	2	9	2	0	2	15	1	1	18	22	2	4	3	30	6	7	3	2	0	2	1	0	1	3	6	2	2	5	2	6	11	7	1	1	5	7	1	2	24	0	9	4	4	1	2	7	1	14	0	1	2	1	4	11	6	3	1	6	0	10	4	35	3	7	1	3	1	2	5	1	0	4	2	6	1	18	0	6	15	3	3	0	13	1	0	
2016-10-21	Apple	8	87	71	42	24	12	14	12	3	10	7	23	27	34	32	9	31	12	107	11	8	17	9	11	6	12	9	7	12	24	12	5	32	39	13	5	17	56	8	20	76	17	7	7	6	33	92	10	8	6	14	37	19	21	14	9	32	3	14	121	4	19	19	36	21	40	12	79	23	11	46	10	3	4	1	15	4	17	19	0	12	44	15	15	10	5	7	17	21	25	10	37	14	13	2	0	4	14	19	3	6	12	4	9	5	4	12	7	2	2	2	10	4	0	1	1	4	9	2	8	20	8	2	19	4	2	16	5	3	2	1	0	2	0	2	1	0	13	0	10	1	0	8	1	1	0	0	1	2	5	3	2	2	3	21	3	4	11	15	7	2	5	16	9	1	7	11	2	0	1	2	1	7	3	2	2	7	3	4	19	4	0	4	9	12	0	0	10	2	5	3	5	2	0	6	3	10	6	1	4	3	3	13	14	4	0	5	2	21	2	0	3	3	4	10	5	1	4	1	0	7	3	3	6	15	2	5	13	1	5	1	9	10	3	
2016-10-22	Apple	9	20	83	27	12	11	15	8	1	4	5	19	26	33	33	15	36	3	107	15	0	15	22	7	4	30	5	12	10	30	61	5	22	39	9	2	15	51	11	16	72	9	9	3	5	29	17	10	8	9	11	24	11	17	9	17	20	5	15	151	6	19	12	33	25	43	13	4	24	5	51	12	9	2	7	3	5	13	14	4	11	41	7	10	12	2	5	24	61	33	8	37	5	13	6	22	3	10	3	3	6	9	6	4	4	1	4	10	4	1	2	4	0	1	1	1	3	8	0	9	28	3	1	10	3	1	12	2	2	2	1	0	0	0	0	2	1	11	2	12	2	3	10	2	2	0	0	0	0	3	2	2	3	0	6	4	1	10	11	5	1	4	5	1	1	2	4	1	0	0	2	1	2	3	1	0	6	2	4	6	5	1	2	2	7	1	4	2	2	6	3	2	5	0	5	7	5	4	1	1	3	4	4	14	1	2	1	1	4	1	1	5	1	1	2	1	2	4	3	2	9	0	9	4	25	1	7	19	3	1	0	8	3	2	
2016-10-23	Apple	0	10	38	43	9	10	12	11	4	8	3	26	30	22	15	15	35	4	102	6	1	8	14	9	4	23	3	12	10	17	11	1	32	49	8	7	15	26	3	28	72	15	7	1	6	24	16	4	6	3	11	35	10	24	5	13	24	4	18	92	7	3	16	34	7	42	6	4	16	14	47	9	6	3	2	3	2	10	17	3	13	28	5	11	11	5	6	15	19	28	12	29	3	7	2	2	1	3	9	3	6	15	3	6	8	0	11	13	0	0	0	6	2	2	0	0	3	5	1	8	23	2	2	14	2	2	14	4	3	2	1	1	0	0	0	0	1	8	3	3	2	3	7	0	4	1	0	0	2	3	2	0	1	2	7	11	1	22	10	9	2	7	7	0	4	4	5	1	0	1	3	2	2	11	0	4	4	6	3	8	2	0	11	5	2	2	2	6	2	6	6	2	5	0	8	3	7	3	0	5	4	1	1	8	0	0	1	0	8	10	5	3	13	3	1	4	0	2	3	1	3	1	2	7	12	4	7	9	4	2	1	11	3	1	
2016-10-24	Apple	3	14	81	38	22	10	14	5	5	6	5	16	25	71	32	13	22	8	121	17	3	13	26	11	8	23	10	7	17	16	29	4	34	44	12	9	10	38	8	21	97	16	6	7	12	32	18	22	12	12	12	31	13	24	14	8	25	7	21	141	2	6	13	34	21	45	22	7	31	8	50	14	12	3	11	13	7	15	13	5	11	79	11	21	10	3	15	20	25	15	10	79	19	12	1	3	2	4	9	20	5	37	3	6	3	1	16	21	16	2	2	8	4	3	2	1	13	7	1	7	31	8	4	21	6	5	11	7	11	0	0	1	0	3	3	1	2	21	2	14	1	1	11	2	5	1	0	7	5	2	3	4	6	4	6	6	1	18	25	5	6	7	13	4	4	5	12	1	2	0	1	1	14	6	4	2	3	10	9	13	4	1	3	20	9	4	3	2	1	7	19	1	11	1	18	9	13	3	1	6	2	7	23	10	1	4	5	3	14	3	3	2	11	2	6	4	5	6	3	2	6	7	7	8	19	1	7	21	3	4	1	8	6	4	
2016-10-25	Apple	5	16	24	86	21	27	12	4	3	25	17	39	28	65	30	17	41	4	163	20	10	9	12	10	4	29	4	17	30	18	25	4	36	47	8	12	27	46	13	26	137	22	11	3	11	36	21	35	4	13	25	47	34	21	9	28	40	7	21	161	3	6	29	39	9	56	7	16	17	8	55	6	10	6	6	13	9	16	11	2	6	69	9	30	15	8	7	24	16	22	13	58	34	14	4	2	5	1	17	8	14	12	1	8	5	4	13	9	71	3	2	4	13	0	0	3	17	6	0	6	94	37	3	10	4	6	14	3	20	2	0	0	0	0	2	0	1	20	17	27	3	2	12	4	7	1	1	7	1	3	6	0	4	5	7	3	1	22	38	4	2	8	7	2	31	9	13	1	0	1	6	3	13	18	5	2	8	6	5	18	5	2	2	27	10	2	7	7	2	7	64	14	2	1	6	8	7	4	2	6	13	7	7	54	4	1	6	4	18	30	3	2	4	2	4	5	4	29	5	3	3	4	9	9	68	3	18	64	1	5	1	10	5	4	
